OBJECTID,Shape,nid_id,state_id,dam_name,alt_name,dam_type,longitude,latitude,no_structures,other_struct_id,county,town,river_stream,purposes,drinking_water,dam_type_dem,length_ft,ht_ft_est,ht_ft,struct_htft,hyd_htft,spill_wft,spill_htft,spill_max_dft,norm_storac_ft,max_storac_ft,norm_surf_areaac,drn_areasq_mi,sw_max_cfs,outmaxcfs,freshetcfs,hist_hazard,hist_source,hazard,hazard_source,comment,regulated,active,permit_authority,insp_authority,enforce_authority,size,ds_jurisdiction,state_regulatory_agency,fed_regulatory_agency,yr_modified,spill_type,outlet_gates,nearest_city_town,dist_to_city_town,non_fed_on_fed_prop,nrcs,state,fish_passage_modification,fishway_material,other_fish_passage_modification,type_of_removal,removed,regauth,owntype1,owntype2,owntype3,mgmtunit,locstatus,dam_status,dam_no,quad_no,town_no,sbas_no,rbas_no,mbas_no,year_removed,removed_ar,nid_recordid,dam_former_name,stateid,section,county_nid,river,distance,owner_name,owner_type,dam_designer,private_dam,dam_type_nid,core,foundation,purposes_nid,year_completed,year_modified,dam_length,dam_height,year_modified_1,hydraulic_height,nid_height,max_discharge,max_storage,normal_storage,nid_storage,surface_area,drainage_area,eap,inspection_date,inspection_frequency,state_reg_dam,state_reg_agency,spillway_type,spillway_width,outlet_gates_nid,volume,number_of_locks,length_of_locks,width_of_locks,fed_funding,fed_design,fed_construction,fed_regulatory,fed_inspection,fed_operation,fed_owner,fed_other,source_agency,submit_date,url_address,cong_name,party,cong_dist,otherstructureid,numseparatestructures,permittingauthority,inspectionauthority,enforcementauthority,jurisdictionaldam,eap_last_rev_date,dam_atlas_id
6701,"(-72.46906391599998, 41.32335887100004)",,,,,,-72.46906391599998,41.32335887100004,,,,Westbrook,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Unknown,15412.0,99.0,154.0,5102.0,51.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6701
6702,"(-73.29655116099997, 41.32186750900007)",,,,,,-73.29655116099997,41.32186750900007,,,,Easton,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Active In Use,4610.0,92.0,46.0,7108.0,71.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6702
6703,"(-73.30263912099997, 41.32142920800004)",,,,,,-73.30263912099997,41.32142920800004,,,,Easton,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Active In Use,4612.0,92.0,46.0,7202.0,72.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6703
6704,"(-73.29770894899997, 41.32130758400007)",,,,,,-73.29770894899997,41.32130758400007,,,,Easton,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,No Dam - Dug or Natural Pond,4609.0,92.0,46.0,7108.0,71.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6704
6705,"(-73.29877984899997, 41.321077409000054)",,,,,,-73.29877984899997,41.321077409000054,,,,Easton,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Active In Use,4618.0,92.0,46.0,7108.0,71.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6705
6706,"(-72.12008701599996, 41.320537253000055)",,,,,,-72.12008701599996,41.320537253000055,,,,Waterford,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Active In Use,15217.0,102.0,152.0,2000.0,20.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6706
6707,"(-73.29942707299995, 41.320901915000036)",,,,,,-73.29942707299995,41.320901915000036,,,,Easton,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Active In Use,4608.0,92.0,46.0,7108.0,71.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6707
6708,"(-72.68193575399994, 41.32187945900006)",,,,,,-72.68193575399994,41.32187945900006,,,,Guilford,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Active In Use,6016.0,97.0,60.0,5108.0,51.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6708
6709,"(-72.15704967299996, 41.320042286000046)",,,,,,-72.15704967299996,41.320042286000046,,,,Waterford,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Active In Use,15215.0,101.0,152.0,2000.0,20.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6709
6710,"(-73.14766352599997, 41.31981941400005)",,,,,,-73.14766352599997,41.31981941400005,,,,Shelton,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Active In Use,12626.0,93.0,126.0,6024.0,60.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6710
6711,"(-72.67191808199993, 41.319793263000065)",,,,,,-72.67191808199993,41.319793263000065,,,,Guilford,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Unknown,6028.0,97.0,60.0,5108.0,51.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6711
6712,"(-73.45886896599995, 41.31755232100005)",,,,,,-73.45886896599995,41.31755232100005,,,,Redding,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Active In Use,11711.0,91.0,117.0,7200.0,72.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6712
6713,"(-72.77991405099993, 41.31957975500006)",,,,,,-72.77991405099993,41.31957975500006,,,,North Branford,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Active In Use,9910.0,96.0,99.0,5111.0,51.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6713
6714,"(-73.47558768099998, 41.316817643000036)",,,,,,-73.47558768099998,41.316817643000036,,,,Ridgefield,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Unknown,11855.0,91.0,118.0,7300.0,73.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6714
6715,"(-73.49070498799995, 41.31668526200008)",,,,,,-73.49070498799995,41.31668526200008,,,,Ridgefield,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Active In Use,11813.0,91.0,118.0,7300.0,73.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6715
6716,"(-72.32233368899995, 41.31732365600004)",,,,,,-72.32233368899995,41.31732365600004,,,,Old Lyme,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Active In Use,10510.0,100.0,105.0,4000.0,40.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6716
6717,"(-73.46853016299997, 41.31494724200007)",,,,,,-73.46853016299997,41.31494724200007,,,,Ridgefield,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Active In Use,11845.0,91.0,118.0,7300.0,73.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6717
6718,"(-72.46642575099997, 41.31657635900007)",,,,,,-72.46642575099997,41.31657635900007,,,,Westbrook,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Unknown,15411.0,99.0,154.0,5102.0,51.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6718
6719,"(-72.41421736099994, 41.31591812600004)",,,,,,-72.41421736099994,41.31591812600004,,,,Old Saybrook,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Active In Use,10610.0,99.0,106.0,5101.0,51.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6719
6720,"(-72.29131927799995, 41.35079085900003)",,,,,,-72.29131927799995,41.35079085900003,,,,Old Lyme,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Active In Use,10515.0,100.0,105.0,2207.0,22.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6720
6721,"(-73.43309083699995, 41.314100247000056)",,,,,,-73.43309083699995,41.314100247000056,,,,Redding,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Active In Use,11719.0,91.0,117.0,7200.0,72.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6721
6722,"(-73.20662216099998, 41.315225256000076)",,,,,,-73.20662216099998,41.315225256000076,,,,Monroe,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Unknown,8505.0,93.0,85.0,6025.0,60.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6722
6723,"(-73.26080916899997, 41.31499415800005)",,,,,,-73.26080916899997,41.31499415800005,,,,Monroe,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Active In Use,8502.0,92.0,85.0,7105.0,71.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6723
6724,"(-72.46326448599996, 41.31526416600008)",,,,,,-72.46326448599996,41.31526416600008,,,,Westbrook,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Unknown,15410.0,99.0,154.0,5102.0,51.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6724
6725,"(-73.52421341599995, 41.31280816700007)",,,,,,-73.52421341599995,41.31280816700007,,,,Ridgefield,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Active In Use,11831.0,90.0,118.0,8104.0,81.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6725
6726,"(-72.32564559899998, 41.314442721000034)",,,,,,-72.32564559899998,41.314442721000034,,,,Old Lyme,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Active In Use,10509.0,100.0,105.0,4000.0,40.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6726
6727,"(-73.33646199999998, 41.31347295000006)",,,,,,-73.33646199999998,41.31347295000006,,,,Redding,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Active In Use,11734.0,92.0,117.0,7202.0,72.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6727
6728,"(-73.43296703099998, 41.31290314900008)",,,,,,-73.43296703099998,41.31290314900008,,,,Redding,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Active In Use,11720.0,91.0,117.0,7200.0,72.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6728
6729,"(-72.78585698899997, 41.31492681900005)",,,,,,-72.78585698899997,41.31492681900005,,,,Branford,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Unknown,1410.0,96.0,14.0,5111.0,51.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6729
6730,"(-73.17428693799997, 41.31365580500005)",,,,,,-73.17428693799997,41.31365580500005,,,,Shelton,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Active In Use,12627.0,93.0,126.0,6025.0,60.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6730
6731,"(-72.81949839699996, 41.314414604000035)",,,,,,-72.81949839699996,41.314414604000035,,,,Branford,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Unknown,1411.0,96.0,14.0,5111.0,51.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6731
6732,"(-72.50527282599995, 41.314061354000046)",,,,,,-72.50527282599995,41.314061354000046,,,,Clinton,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Active In Use,2705.0,98.0,27.0,5103.0,51.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6732
6733,"(-73.47485742099997, 41.311959364000074)",,,,,,-73.47485742099997,41.311959364000074,,,,Ridgefield,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Active In Use,11844.0,91.0,118.0,7300.0,73.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6733
6734,"(-73.43282147599996, 41.31186604800007)",,,,,,-73.43282147599996,41.31186604800007,,,,Redding,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Active In Use,11721.0,91.0,117.0,7200.0,72.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6734
6735,"(-73.45189853899996, 41.31171134400006)",,,,,,-73.45189853899996,41.31171134400006,,,,Redding,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Active In Use,11717.0,91.0,117.0,7200.0,72.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6735
6736,"(-73.50357878799997, 41.311333767000065)",,,,,,-73.50357878799997,41.311333767000065,,,,Ridgefield,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Active In Use,11832.0,90.0,118.0,8104.0,81.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6736
6737,"(-73.21477596299997, 41.312693069000034)",,,,,,-73.21477596299997,41.312693069000034,,,,Monroe,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Unknown,8503.0,93.0,85.0,6025.0,60.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6737
6738,"(-73.13861716699995, 41.31287678600006)",,,,,,-73.13861716699995,41.31287678600006,,,,Shelton,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Active In Use,12612.0,93.0,126.0,6024.0,60.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6738
6739,"(-72.32058654099995, 41.31252723600005)",,,,,,-72.32058654099995,41.31252723600005,,,,Old Lyme,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Breached,10506.0,100.0,105.0,4000.0,40.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6739
6740,"(-72.59357813799994, 41.31294896500003)",,,,,,-72.59357813799994,41.31294896500003,,,,Madison,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Unknown,7608.0,98.0,76.0,5106.0,51.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6740
6741,"(-73.12072690299993, 41.31193035600006)",,,,,,-73.12072690299993,41.31193035600006,,,,Shelton,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Breached,12619.0,94.0,126.0,6000.0,60.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6741
6742,"(-72.80879715599997, 41.31248812500007)",,,,,,-72.80879715599997,41.31248812500007,,,,Branford,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Active In Use,1412.0,96.0,14.0,5111.0,51.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6742
6743,"(-72.86924189199993, 41.311607878000075)",,,,,,-72.86924189199993,41.311607878000075,,,,East Haven,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Active In Use,4404.0,96.0,44.0,5200.0,52.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6743
6744,"(-72.37173927699996, 41.31102291700006)",,,,,,-72.37173927699996,41.31102291700006,,,,Old Saybrook,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Active In Use,10601.0,100.0,106.0,4000.0,40.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6744
6745,"(-73.56971683999996, 41.136069520000035)",,,,,,-73.56971683999996,41.136069520000035,,,,Stamford,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Active In Use,13539.0,106.0,135.0,7405.0,74.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6745
6746,"(-73.40078646699999, 41.135867990000065)",,,,,,-73.40078646699999,41.135867990000065,,,,Norwalk,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Active In Use,10304.0,107.0,103.0,7300.0,73.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6746
6747,"(-73.40553521799995, 41.135787675000074)",,,,,,-73.40553521799995,41.135787675000074,,,,Norwalk,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Active In Use,10332.0,107.0,103.0,7300.0,73.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6747
6748,"(-73.43511278599993, 41.13544043700006)",,,,,,-73.43511278599993,41.13544043700006,,,,Norwalk,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Active In Use,10314.0,107.0,103.0,7302.0,73.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6748
6749,"(-73.33224262499994, 41.13485135800005)",,,,,,-73.33224262499994,41.13485135800005,,,,Westport,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Active In Use,15827.0,108.0,158.0,7000.0,70.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6749
6750,"(-73.57421950399998, 41.13303859700005)",,,,,,-73.57421950399998,41.13303859700005,,,,Stamford,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Unknown,13551.0,106.0,135.0,7405.0,74.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6750
6751,"(-73.58445838899996, 41.13242788900004)",,,,,,-73.58445838899996,41.13242788900004,,,,Stamford,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Active In Use,13548.0,106.0,135.0,7406.0,74.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6751
6752,"(-73.54908665999994, 41.132675877000054)",,,,,,-73.54908665999994,41.132675877000054,,,,Stamford,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Active In Use,13529.0,106.0,135.0,7405.0,74.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6752
6753,"(-73.44717561099998, 41.13327822800005)",,,,,,-73.44717561099998,41.13327822800005,,,,Norwalk,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Active In Use,10305.0,107.0,103.0,7302.0,73.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6753
6754,"(-73.44644291999998, 41.13287536000007)",,,,,,-73.44644291999998,41.13287536000007,,,,Norwalk,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Active In Use,10315.0,107.0,103.0,7302.0,73.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6754
6755,"(-73.58511863499996, 41.13187842100007)",,,,,,-73.58511863499996,41.13187842100007,,,,Stamford,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Active In Use,13547.0,106.0,135.0,7406.0,74.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6755
6756,"(-73.56839532399994, 41.13157277800008)",,,,,,-73.56839532399994,41.13157277800008,,,,Stamford,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Active In Use,13540.0,106.0,135.0,7405.0,74.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6756
6757,"(-73.50212567899996, 41.131579541000065)",,,,,,-73.50212567899996,41.131579541000065,,,,New Canaan,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Active In Use,9017.0,106.0,90.0,7403.0,74.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6757
6758,"(-73.42995716599995, 41.131805271000076)",,,,,,-73.42995716599995,41.131805271000076,,,,Norwalk,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Active In Use,10341.0,107.0,103.0,7300.0,73.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6758
6759,"(-73.50373849699997, 41.13080607900008)",,,,,,-73.50373849699997,41.13080607900008,,,,New Canaan,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Active In Use,9016.0,106.0,90.0,7403.0,74.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6759
6760,"(-73.51936578199997, 41.130472593000036)",,,,,,-73.51936578199997,41.130472593000036,,,,New Canaan,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Active In Use,9041.0,106.0,90.0,7403.0,74.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6760
6761,"(-73.50507587199996, 41.13009325100006)",,,,,,-73.50507587199996,41.13009325100006,,,,New Canaan,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Active In Use,9052.0,106.0,90.0,7403.0,74.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6761
6762,"(-73.35419719099997, 41.13019697800007)",,,,,,-73.35419719099997,41.13019697800007,,,,Westport,,,,,,,,,,,,,,,,,,,,,,Not Available,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Active In Use,15821.0,108.0,158.0,7000.0,70.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6762
