OBJECTID,Shape,nid_id,state_id,dam_name,alt_name,dam_type,longitude,latitude,no_structures,other_struct_id,county,town,river_stream,purposes,drinking_water,dam_type_dem,length_ft,ht_ft_est,ht_ft,struct_htft,hyd_htft,spill_wft,spill_htft,spill_max_dft,norm_storac_ft,max_storac_ft,norm_surf_areaac,drn_areasq_mi,sw_max_cfs,outmaxcfs,freshetcfs,hist_hazard,hist_source,hazard,hazard_source,comment,regulated,active,permit_authority,insp_authority,enforce_authority,size,ds_jurisdiction,state_regulatory_agency,fed_regulatory_agency,yr_modified,spill_type,outlet_gates,nearest_city_town,dist_to_city_town,non_fed_on_fed_prop,nrcs,state,fish_passage_modification,fishway_material,other_fish_passage_modification,type_of_removal,removed,regauth,owntype1,owntype2,owntype3,mgmtunit,locstatus,dam_status,dam_no,quad_no,town_no,sbas_no,rbas_no,mbas_no,year_removed,removed_ar,nid_recordid,dam_former_name,stateid,section,county_nid,river,distance,owner_name,owner_type,dam_designer,private_dam,dam_type_nid,core,foundation,purposes_nid,year_completed,year_modified,dam_length,dam_height,year_modified_1,hydraulic_height,nid_height,max_discharge,max_storage,normal_storage,nid_storage,surface_area,drainage_area,eap,inspection_date,inspection_frequency,state_reg_dam,state_reg_agency,spillway_type,spillway_width,outlet_gates_nid,volume,number_of_locks,length_of_locks,width_of_locks,fed_funding,fed_design,fed_construction,fed_regulatory,fed_inspection,fed_operation,fed_owner,fed_other,source_agency,submit_date,url_address,cong_name,party,cong_dist,otherstructureid,numseparatestructures,permittingauthority,inspectionauthority,enforcementauthority,jurisdictionaldam,eap_last_rev_date,dam_atlas_id
34,"(-72.74894552799998, 41.42475708200004)",CT00034,,PISTAPAUG RESERVOIR DAM,PISTAPAUG POND,,-72.74894552799998,41.42475708200004,,,,Wallingford,,,,,,,,,,,,,,,,,,,,,,High,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Active In Use,14811.0,82.0,148.0,5112.0,51.0,5.0,,,7431.0,,,WALLINGFORD,NEW HAVEN,FARM RIVER,2.0,TOWN OF WALLINGFORD,L,,N,RE,,,S,,,465.0,8.4,,,8.4,400.0,4600.0,3560.0,4600.0,149.3,0.57,Y,2018-06-06,2.0,Y,DEEP,U,20.0,S,0.0,0.0,0.0,0.0,,,,,,,,,CT,31-OCT-18,,Rosa L. DeLauro (D),D,CT03,,0.0,Y,Y,Y,Y,01-FEB-17,34
35,"(-72.78313777699998, 41.48354022500007)",CT00035,,NORTH FARMS RESERVOIR DAM,NORTH FARMS RESERVOIR,,-72.78313777699998,41.48354022500007,,,,Wallingford,,,,,,,,,,,,,,,,,,,,,,Significant,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Active In Use,14836.0,81.0,148.0,5207.0,52.0,5.0,,,7432.0,,,WALLINGFORD,NEW HAVEN,CATLIN BROOK,0.0,CONNECTICUT DEEP,S,,N,RE,HEK,RSZ,R,,,1000.0,5.0,,,5.0,259.0,218.0,218.0,218.0,67.0,0.68,Y,2016-04-15,5.0,Y,DEEP,U,20.0,V,0.0,0.0,0.0,0.0,,,,,,,,,CT,31-OCT-18,,Rosa L. DeLauro (D),D,CT03,,0.0,Y,Y,Y,Y,05-JAN-05,35
36,"(-72.77842712299997, 41.43679677200004)",CT00037,,MACKENZIE RESERVOIR DAM,MACKENZIE RESERVOIR,,-72.77842712299997,41.43679677200004,,,,Wallingford,,,,,,,,,,,,,,,,,,,,,,High,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Active In Use,14805.0,81.0,148.0,5208.0,52.0,5.0,,,7433.0,,,WALLINGFORD,NEW HAVEN,MUDDY RIVER,2.0,TOWN OF WALLINGFORD,L,,N,RE,ICK,UZ,S,,1992,425.0,29.0,,,29.0,4300.0,,1100.0,1100.0,60.0,8.85,Y,2018-06-06,2.0,Y,DEEP,U,90.0,,0.0,0.0,0.0,0.0,,,,,,,,,CT,31-OCT-18,,Rosa L. DeLauro (D),D,CT03,,0.0,Y,Y,Y,Y,01-FEB-17,36
37,"(-72.74075893199995, 41.45805446500003)",CT00038,,ULBRICH RESERVOIR DAM,SPRING BROOK RSESERVOIR,,-72.74075893199995,41.45805446500003,,,,Wallingford,,,,,,,,,,,,,,,,,,,,,,High,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Active In Use,14809.0,82.0,148.0,5208.0,52.0,5.0,,,7434.0,,,WALLINGFORD,NEW HAVEN,SPRING BROOK,5.0,TOWN OF WALLINGFORD,L,,N,CNRE,XEZ,RZ,S,,,2000.0,17.0,,,17.0,2160.0,4090.0,2980.0,4090.0,159.0,1.34,Y,2018-06-06,2.0,Y,DEEP,,20.0,,0.0,0.0,0.0,0.0,,,,,,,,,CT,31-OCT-18,,Rosa L. DeLauro (D),D,CT03,,0.0,Y,Y,Y,Y,01-FEB-17,37
38,"(-72.69366549899996, 41.91530026400005)",CT00039,,RAINBOW RESERVOIR DAM,RAINBOW RESERVOIR,,-72.69366549899996,41.91530026400005,,,,Windsor,,,,,,,,,,,,,,,,,,,,,,High,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Active In Use,16401.0,22.0,164.0,4300.0,43.0,4.0,,,7435.0,,,WINDSOR,HARTFORD,FARMINGTON RIVER,8.0,THE FARMINGTON RIVER POWER CO.,U,,N,RE,,,H,,,1310.0,42.8,,,42.8,101000.0,9400.0,4800.0,9400.0,234.5,588.0,Y,2016-09-20,2.0,Y,DEEP,,400.0,,0.0,0.0,0.0,0.0,,,,,,,,,CT,31-OCT-18,,John B. Larson (D),D,CT01,,0.0,Y,Y,Y,Y,01-AUG-17,38
39,"(-73.57908775999994, 41.06793870000007)",CT00040,,MIANUS FILTER PLANT DAM,MIANUS MILL POND,,-73.57908775999994,41.06793870000007,,,,Greenwich,,,,,,,,,,,,,,,,,,,,,,High,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Active In Use,5701.0,113.0,57.0,7407.0,74.0,7.0,,,7436.0,,,GREENWICH,FAIRFIELD,MIANUS RIVER,1.0,AQUARION WATER COMPANY OF CONNECTICUT,U,,N,MS,,RSZ,S,,,130.0,31.0,,,31.0,680.0,118.0,101.0,118.0,7.2,29.9,Y,2017-10-04,2.0,Y,DEEP,U,65.0,,0.0,0.0,0.0,0.0,,,,,,,,,CT,31-OCT-18,,James A. Himes (D),D,CT04,,0.0,Y,Y,Y,Y,12-APR-17,39
40,"(-73.64134196599997, 41.08452222900007)",CT00041,,PUTNAM RESERVOIR DAM,PUTNAM LAKE,,-73.64134196599997,41.08452222900007,,,,Greenwich,,,,,,,,,,,,,,,,,,,,,,High,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Active In Use,5702.0,112.0,57.0,7409.0,74.0,7.0,,,7437.0,,,GREENWICH,FAIRFIELD,HORSENECK BROOK,4.0,AQUARION WATER COMPANY OF CONNECTICUT,U,,N,CNRE,,,S,,,640.0,35.0,,,35.0,1560.0,1775.0,1775.0,1775.0,105.0,2.1,Y,2014-10-09,2.0,Y,DEEP,,50.0,,0.0,0.0,0.0,0.0,,,,,,,,,CT,31-OCT-18,,James A. Himes (D),D,CT04,,0.0,Y,Y,Y,Y,13-APR-17,40
41,"(-73.66350663199995, 41.02914534900003)",CT00042,,PEMBERWICK DAM,PEMBERWICK POND,,-73.66350663199995,41.02914534900003,,,,Greenwich,,,,,,,,,,,,,,,,,,,,,,High,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Active In Use,5703.0,112.0,57.0,7411.0,74.0,7.0,,,7438.0,,,GREENWICH,FAIRFIELD,BYRAM RIVER,1.0,"GREENWICH HILLS ASSOCIATION, INC.; FAIRFIELD ASSOCIATES CONSERVATION",P,,N,CN,,,R,,2005,115.0,44.0,,,44.0,1100.0,60.0,25.0,60.0,5.5,25.8,N,2012-08-10,2.0,Y,DEEP,,63.0,,0.0,0.0,0.0,0.0,,,,,,,,,CT,31-OCT-18,,James A. Himes (D),D,CT04,,0.0,Y,Y,Y,Y,01-JUL-81,41
42,"(-73.66584876699994, 41.037365873000056)",CT00043,,AMERICAN FELT DAM,AMERICAN FELT POND,,-73.66584876699994,41.037365873000056,,,,Greenwich,,,,,,,,,,,,,,,,,,,,,,High,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Active In Use,5704.0,112.0,57.0,7411.0,74.0,7.0,,,7439.0,,,GREENWICH,FAIRFIELD,BYRAM RIVER,1.0,1881 LIMITED LIABILITY COMPANY,P,,N,CNMSRE,HEK,RZ,R,,2004,208.0,37.0,,,37.0,1335.0,49.0,36.0,49.0,2.6,25.4,Y,2017-08-28,2.0,Y,DEEP,U,47.0,S,0.0,0.0,0.0,0.0,,,,,,,,,CT,31-OCT-18,,James A. Himes (D),D,CT04,,0.0,Y,Y,Y,Y,03-FEB-17,42
43,"(-73.64842337799996, 41.12728779100007)",CT00044,,CONVERSE LAKE DAM,CONVERSE LAKE,,-73.64842337799996,41.12728779100007,,,,Greenwich,,,,,,,,,,,,,,,,,,,,,,Significant,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Active In Use,5707.0,105.0,57.0,7410.0,74.0,7.0,,,7440.0,,,GREENWICH,FAIRFIELD,CONVERSE POND BROOK,4.0,CONVERSE LAKE ASSOCIATION,P,,N,MSRE,,,R,,,175.0,30.0,,,30.0,520.0,1200.0,920.0,1200.0,94.0,1.1,Y,2015-08-27,5.0,Y,DEEP,,30.0,,0.0,0.0,0.0,0.0,,,,,,,,,CT,31-OCT-18,,James A. Himes (D),D,CT04,,0.0,Y,Y,Y,Y,29-MAY-01,43
44,"(-73.58936813299994, 41.042767155000035)",CT00045,,MIANUS RIVER DAM,MIANUS POND,,-73.58936813299994,41.042767155000035,,,,Greenwich,,,,,,,,,,,,,,,,,,,,,,Significant,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Active In Use,5724.0,113.0,57.0,7407.0,74.0,7.0,,,7441.0,,,GREENWICH,FAIRFIELD,MIANUS RIVER,0.0,TOWN OF GREENWICH,L,,N,CN,HCK,RK,R,,,350.0,20.0,,,20.0,10158.0,525.0,525.0,525.0,48.0,30.78,N,2016-04-27,5.0,Y,DEEP,,250.0,,0.0,0.0,0.0,0.0,,,,,,,,,CT,31-OCT-18,,James A. Himes (D),D,CT04,,0.0,Y,Y,Y,Y,,44
45,"(-73.62911262999995, 41.097418047000076)",CT00046,,ROCKWOOD LAKE NORTH STREET DIKE,ROCKWOOD LAKE,,-73.62911262999995,41.097418047000076,,,,Greenwich,,,,,,,,,,,,,,,,,,,,,,High,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Active In Use,5726.0,112.0,57.0,7408.0,74.0,7.0,,,7442.0,,,GREENWICH,FAIRFIELD,HORSENECK BROOK,0.0,AQUARION WATER COMPANY OF CONNECTICUT,U,,N,CNMSRE,HEZ,,,,1984,550.0,12.0,,,12.0,,,0.0,0.0,,,Y,2014-10-09,2.0,Y,DEEP,,0.0,V,0.0,0.0,0.0,0.0,,,,,,,,,CT,31-OCT-18,,James A. Himes (D),D,CT04,S02,2.0,Y,Y,Y,Y,20-FEB-17,45
46,"(-73.62911262999995, 41.097418047000076)",CT00046,,ROCKWOOD LAKE DAM,ROCKWOOD LAKE,,-73.62911262999995,41.097418047000076,,,,Greenwich,,,,,,,,,,,,,,,,,,,,,,High,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Active In Use,5726.0,112.0,57.0,7408.0,74.0,7.0,,,7443.0,,,GREENWICH,FAIRFIELD,ROCKWOOD LAKE BROOK,5.0,AQUARION WATER COMPANY OF CONNECTICUT,U,,N,CNRE,HEZ,UZ,S,,1984,1200.0,36.0,,,36.0,,2112.0,1534.0,2112.0,110.0,0.8,Y,2014-10-09,2.0,Y,DEEP,U,80.0,V,0.0,0.0,0.0,0.0,,,,,,,,,CT,31-OCT-18,,James A. Himes (D),D,CT04,S01,2.0,Y,Y,Y,Y,13-APR-17,46
47,"(-73.63319233499993, 41.09771273500007)",CT00046,,ROCKWOOD LAKE NORTH STREET DIKE,ROCKWOOD LAKE,,-73.63319233499993,41.09771273500007,,,,Greenwich,,,,,,,,,,,,,,,,,,,,,,High,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Active In Use,57103.0,0.0,0.0,7409.0,74.0,9.0,,,7442.0,,,GREENWICH,FAIRFIELD,HORSENECK BROOK,0.0,AQUARION WATER COMPANY OF CONNECTICUT,U,,N,CNMSRE,HEZ,,,,1984,550.0,12.0,,,12.0,,,0.0,0.0,,,Y,2014-10-09,2.0,Y,DEEP,,0.0,V,0.0,0.0,0.0,0.0,,,,,,,,,CT,31-OCT-18,,James A. Himes (D),D,CT04,S02,2.0,Y,Y,Y,Y,20-FEB-17,47
48,"(-73.63319233499993, 41.09771273500007)",CT00046,,ROCKWOOD LAKE DAM,ROCKWOOD LAKE,,-73.63319233499993,41.09771273500007,,,,Greenwich,,,,,,,,,,,,,,,,,,,,,,High,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Active In Use,57103.0,0.0,0.0,7409.0,74.0,9.0,,,7443.0,,,GREENWICH,FAIRFIELD,ROCKWOOD LAKE BROOK,5.0,AQUARION WATER COMPANY OF CONNECTICUT,U,,N,CNRE,HEZ,UZ,S,,1984,1200.0,36.0,,,36.0,,2112.0,1534.0,2112.0,110.0,0.8,Y,2014-10-09,2.0,Y,DEEP,U,80.0,V,0.0,0.0,0.0,0.0,,,,,,,,,CT,31-OCT-18,,James A. Himes (D),D,CT04,S01,2.0,Y,Y,Y,Y,13-APR-17,48
49,"(-73.72181165699999, 41.09931923100004)",CT00047,,AMERICAN CAN COMPANY DAM,NORTH LAKE,,-73.72181165699999,41.09931923100004,,,,Greenwich,,,,,,,,,,,,,,,,,,,,,,High,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Active In Use,5728.0,112.0,57.0,8000.0,80.0,8.0,,,7444.0,,,GREENWICH,FAIRFIELD,UNNAMED TO RYE LAKE / KENISCO RESERVOIR NY,0.0,C/O TOWER REALTY,P,,N,CN,FCK,UZ,R,,,543.0,53.0,,,53.0,,61.0,18.0,61.0,2.0,0.02,Y,2017-06-21,2.0,Y,DEEP,U,15.0,V,0.0,0.0,0.0,0.0,,,,,,,,,CT,31-OCT-18,,James A. Himes (D),D,CT04,,0.0,Y,Y,Y,Y,01-JAN-17,49
50,"(-73.54015339399996, 41.12493752100005)",CT00048,,NORTH STAMFORD RESERVOIR DAM,NORTH STAMFORD RESERVOIR,,-73.54015339399996,41.12493752100005,,,,Stamford,,,,,,,,,,,,,,,,,,,,,,High,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Active In Use,13501.0,113.0,135.0,7405.0,74.0,7.0,,,7445.0,,,STAMFORD,FAIRFIELD,RIPPOWAM RIVER,3.0,AQUARION WATER COMPANY OF CONNECTICUT,U,,N,CNRE,ICK,UZ,S,,2013,1065.0,40.0,,,40.0,7350.0,2060.0,1571.0,2060.0,132.0,23.2,Y,2017-10-04,2.0,Y,DEEP,U,280.0,S,0.0,0.0,0.0,0.0,,,,,,,,,CT,31-OCT-18,,James A. Himes (D),D,CT04,,0.0,Y,Y,Y,Y,13-APR-17,50
51,"(-73.54818663899994, 41.164415285000075)",CT00049,,LAUREL RESERVOIR DAM,LAUREL RESERVOIR,,-73.54818663899994,41.164415285000075,,,,Stamford,,,,,,,,,,,,,,,,,,,,,,High,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Active In Use,13502.0,106.0,135.0,7404.0,74.0,7.0,,,7446.0,,,STAMFORD,FAIRFIELD,RIPPOWAM RIVER,2.0,AQUARION WATER COMPANY OF CONNECTICUT,U,,N,CNRE,,,S,,,1850.0,50.0,,,50.0,3900.0,,11000.0,11000.0,265.0,13.4,Y,2017-10-04,5.0,Y,DEEP,,100.0,,0.0,0.0,0.0,0.0,,,,,,,,,CT,31-OCT-18,,James A. Himes (D),D,CT04,,0.0,Y,Y,Y,Y,13-APR-17,51
52,"(-73.61212359099994, 41.129651642000056)",CT00050,,SAMUEL BARGH RESERVOIR DAM,MIANUS SAMUEL BARGH RES,,-73.61212359099994,41.129651642000056,,,,Stamford,,,,,,,,,,,,,,,,,,,,,,High,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Active In Use,13503.0,106.0,135.0,7407.0,74.0,7.0,,,7447.0,,,STAMFORD,FAIRFIELD,MIANUS RIVER,2.0,AQUARION WATER COMPANY OF CONNECTICUT,U,,N,RE,,,S,,,950.0,75.0,,,75.0,3000.0,7515.0,7515.0,7515.0,230.0,18.3,Y,2014-10-09,2.0,Y,DEEP,,8.0,,0.0,0.0,0.0,0.0,,,,,,,,,CT,31-OCT-18,,James A. Himes (D),D,CT04,,0.0,Y,Y,Y,Y,13-APR-17,52
53,"(-73.62237835299999, 41.13914536000004)",CT00051,,BRUSH RESERVOIR DAM,GRAY'S POND,,-73.62237835299999,41.13914536000004,,,,Stamford,,,,,,,,,,,,,,,,,,,,,,Low,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Active In Use,13504.0,106.0,135.0,7407.0,74.0,7.0,,,7448.0,,,STAMFORD,FAIRFIELD,GRAYS POND BROOK,1.0,AQUARION WATER COMPANY OF CONNECTICUT,U,,N,CN,,,S,,,243.0,23.0,,,23.0,184.0,75.0,75.0,75.0,6.0,1.54,Y,2014-10-09,10.0,Y,DEEP,,30.0,,0.0,0.0,0.0,0.0,,,,,,,,,CT,31-OCT-18,,James A. Himes (D),D,CT04,,0.0,Y,Y,Y,Y,,53
54,"(-73.57802835899997, 41.14799381800003)",CT00052,,SADDLE POND DAM,SADDLE POND; MIRANDA'S POND,,-73.57802835899997,41.14799381800003,,,,Stamford,,,,,,,,,,,,,,,,,,,,,,Significant,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Active In Use,13508.0,106.0,135.0,7405.0,74.0,7.0,,,7449.0,,,STAMFORD,FAIRFIELD,HAVILAND BROOK,1.0,LAKE MIRANDA ASSOCIATION,P,,N,RE,,,R,,,130.0,11.0,,,11.0,,40.0,40.0,40.0,10.0,0.35,Y,2012-06-18,7.0,Y,DEEP,,11.0,,0.0,0.0,0.0,0.0,,,,,,,,,CT,31-OCT-18,,James A. Himes (D),D,CT04,,0.0,Y,Y,Y,Y,,54
55,"(-73.45362025699995, 41.07328085200004)",CT00053,,STREETS POND DAM,STREETS POND,,-73.45362025699995,41.07328085200004,,,,Darien,,,,,,,,,,,,,,,,,,,,,,Significant,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Active In Use,3501.0,114.0,35.0,7000.0,70.0,7.0,,,7450.0,,,DARIEN,FAIRFIELD,TOKENEKE BROOK,0.0,ALLEN,P,,N,MSRE,,,R,,,145.0,8.0,,,8.0,,,0.0,0.0,2.3,0.94,Y,2014-08-20,5.0,Y,DEEP,,5.0,,0.0,0.0,0.0,0.0,,,,,,,,,CT,31-OCT-18,,James A. Himes (D),D,CT04,,0.0,Y,Y,Y,Y,04-OCT-17,55
56,"(-73.51407423799998, 41.177275362000046)",CT00055,,NEW CANAAN RESERVOIR DAM,NEW CANAAN RESERVOIR,,-73.51407423799998,41.177275362000046,,,,New Canaan,,,,,,,,,,,,,,,,,,,,,,High,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Active In Use,9001.0,106.0,90.0,7401.0,74.0,7.0,,,7451.0,,,NEW CANAAN,FAIRFIELD,FIVEMILE RIVER,3.0,SOUTH NORWALK ELECTRIC AND WATER,U,,N,CNMSRE,IXZ,,S,,1997,470.0,44.0,,,44.0,240.0,535.0,320.0,535.0,26.0,0.84,Y,2017-07-19,2.0,Y,DEEP,U,24.0,V,0.0,0.0,0.0,0.0,,,,,,,,,CT,31-OCT-18,,James A. Himes (D),D,CT04,,0.0,Y,Y,Y,Y,03-JAN-18,56
57,"(-73.52409264299996, 41.193019838000055)",CT00056,,SISCOWIT RESERVOIR DAM,SISCOWIT RESERVOIR,,-73.52409264299996,41.193019838000055,,,,New Canaan,,,,,,,,,,,,,,,,,,,,,,Significant,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Active In Use,9007.0,106.0,90.0,7405.0,74.0,7.0,,,7452.0,,,NEW CANAAN,FAIRFIELD,RIPPOWAM RIVER,0.0,AQUARION WATER COMPANY OF CONNECTICUT,U,,N,RE,,,S,,,95.0,6.0,,,6.0,,270.0,270.0,270.0,4.5,3.46,NR,2017-10-04,7.0,Y,DEEP,,90.0,,0.0,0.0,0.0,0.0,,,,,,,,,CT,31-OCT-18,,James A. Himes (D),D,CT04,,0.0,Y,Y,Y,Y,,57
58,"(-73.48874742699996, 41.189683485000046)",CT00057,,GRUPES RESERVOIR DAM,GRUPES RESERVOIR,,-73.48874742699996,41.189683485000046,,,,New Canaan,,,,,,,,,,,,,,,,,,,,,,High,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Active In Use,9003.0,107.0,90.0,7302.0,73.0,7.0,,,7453.0,,,NEW CANAAN,FAIRFIELD,SILVERMINE RIVER,1.0,CITY OF NORWALK,L,,N,CNMS,HCK,RZ,S,,,235.0,24.0,,,24.0,2900.0,311.0,171.0,311.0,23.0,10.2,Y,2014-05-13,2.0,Y,DEEP,U,49.0,V,0.0,0.0,0.0,0.0,,,,,,,,,CT,31-OCT-18,,James A. Himes (D),D,CT04,,0.0,Y,Y,Y,Y,01-FEB-18,58
59,"(-73.49315958399995, 41.20058914900005)",CT00058,,JOHN D. MILNE LAKE DAM,JOHN D. MILNE LAKE,,-73.49315958399995,41.20058914900005,,,,New Canaan,,,,,,,,,,,,,,,,,,,,,,High,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Active In Use,9002.0,107.0,90.0,7302.0,73.0,7.0,,,7454.0,,,NEW CANAAN,FAIRFIELD,SILVERMINE RIVER,2.0,CITY OF NORWALK,L,,N,CN,HCK,RK,S,,1999,940.0,70.0,,,70.0,8000.0,1870.0,1000.0,1870.0,69.6,9.5,Y,2016-05-17,2.0,Y,DEEP,U,200.0,,0.0,0.0,0.0,0.0,,,,,,,,,CT,31-OCT-18,,James A. Himes (D),D,CT04,,0.0,Y,Y,Y,Y,20-JUN-18,59
60,"(-73.44636533399995, 41.07754742600008)",CT00059,,CHASMARS POND DAM,CHASMARS POND,,-73.44636533399995,41.07754742600008,,,,Norwalk,,,,,,,,,,,,,,,,,,,,,,High,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Active In Use,10312.0,114.0,103.0,7401.0,74.0,7.0,,,7455.0,,,NORWALK,FAIRFIELD,FIVE MILE RIVER,0.0,"STATION 315, LLC; CONSOLIDATED RAIL CORPORATION",P,,N,MS,,RZ,R,,,92.0,11.0,,,11.0,467.0,56.0,26.0,56.0,26.5,11.8,N,2016-01-13,2.0,Y,DEEP,,77.0,,0.0,0.0,0.0,0.0,,,,,,,,,CT,31-OCT-18,,James A. Himes (D),D,CT04,,0.0,Y,Y,Y,Y,14-MAY-87,60
61,"(-73.37176846499995, 41.137370790000034)",CT00060,,NASH POND DAM,NASH POND,,-73.37176846499995,41.137370790000034,,,,Westport,,,,,,,,,,,,,,,,,,,,,,High,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Active In Use,15801.0,108.0,158.0,7200.0,72.0,7.0,,,7456.0,,,WESTPORT,FAIRFIELD,STONY BROOK,1.0,BRAINERD NASH AGENTS,P,,N,MS,HXK,RZ,R,,,106.0,22.0,,,22.0,250.0,114.0,58.0,114.0,11.0,3.05,N,2016-10-28,2.0,Y,DEEP,U,16.0,S,0.0,0.0,0.0,0.0,,,,,,,,,CT,31-OCT-18,,James A. Himes (D),D,CT04,,0.0,Y,Y,Y,Y,01-FEB-82,61
62,"(-73.36629540699994, 41.15742299100003)",CT00061,,LEE'S POND DAM,LEE'S POND,,-73.36629540699994,41.15742299100003,,,,Westport,,,,,,,,,,,,,,,,,,,,,,Significant,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Active In Use,15802.0,108.0,158.0,7200.0,72.0,7.0,,,7457.0,,,WESTPORT,FAIRFIELD,SAUGATUCK RIVER,1.0,WESTPORT YMCA,P,,N,MS,,,R,,2001,275.0,18.0,,,18.0,8800.0,152.0,97.0,152.0,16.8,81.0,Y,2014-12-29,5.0,Y,DEEP,,200.0,,0.0,0.0,0.0,0.0,,,,,,,,,CT,31-OCT-18,,James A. Himes (D),D,CT04,,0.0,Y,Y,Y,Y,01-JAN-98,62
63,"(-73.49001965899998, 41.42285970800003)",CT00062,,UPPER KOHANZA LAKE DAM,UPPER KOHANZA LAKE,,-73.49001965899998,41.42285970800003,,,,Danbury,,,,,,,,,,,,,,,,,,,,,,Significant,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Active In Use,3401.0,76.0,34.0,6602.0,66.0,6.0,,,7458.0,,,DANBURY,FAIRFIELD,KOHANZA BROOK,1.0,CITY OF DANBURY,L,,N,RE,,,S,,,650.0,30.0,,,30.0,525.0,,31.0,31.0,29.0,0.43,Y,2017-11-14,2.0,Y,DEEP,,26.0,,0.0,0.0,0.0,0.0,,,,,,,,,CT,31-OCT-18,,Jahana Hayes (D),D,CT05,,0.0,Y,Y,Y,Y,03-FEB-17,63
64,"(-73.48639575699997, 41.46469466700006)",CT00063,,MARGERIE LAKE RESERVOIR SOUTH DAM,MARGERIE LAKE,,-73.48639575699997,41.46469466700006,,,,New Fairfield,,,,,,,,,,,,,,,,,,,,,,High,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Active In Use,9119.0,76.0,91.0,6402.0,64.0,6.0,,,7459.0,,,DANBURY,FAIRFIELD,PADANARUM BK TRIB,2.0,CITY OF DANBURY,L,,N,RE,,,S,,,740.0,28.5,,,28.5,1600.0,6100.0,4270.0,6100.0,308.0,1.26,Y,2017-11-14,2.0,Y,DEEP,,31.0,,0.0,0.0,0.0,0.0,,,,,,,,,CT,31-OCT-18,,Jahana Hayes (D),D,CT05,S01,2.0,Y,Y,Y,Y,03-FEB-17,64
65,"(-73.48639575699997, 41.46469466700006)",CT00063,,MARGERIE LAKE RESERVOIR NORTH DIKE,MARGERIE LAKE,,-73.48639575699997,41.46469466700006,,,,New Fairfield,,,,,,,,,,,,,,,,,,,,,,High,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Active In Use,9119.0,76.0,91.0,6402.0,64.0,6.0,,,7460.0,,,NEW FAIRFIELD,FAIRFIELD,UNNAMED,0.0,CITY OF DANBURY,L,,N,RE,,,S,,,1125.0,17.2,,,17.2,,,0.0,0.0,,,Y,2017-11-14,2.0,Y,DEEP,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,CT,31-OCT-18,,Jahana Hayes (D),D,CT05,S02,2.0,Y,Y,Y,Y,03-FEB-17,65
66,"(-73.47766811199995, 41.44173900800007)",CT00063,,MARGERIE LAKE RESERVOIR SOUTH DAM,MARGERIE LAKE,,-73.47766811199995,41.44173900800007,,,,Danbury,,,,,,,,,,,,,,,,,,,,,,High,,,,,,,,,,,,,,,,,,,CT,,,,,False,,,,,,,Active In Use,3402.0,76.0,34.0,6603.0,66.0,6.0,,,7459.0,,,DANBURY,FAIRFIELD,PADANARUM BK TRIB,2.0,CITY OF DANBURY,L,,N,RE,,,S,,,740.0,28.5,,,28.5,1600.0,6100.0,4270.0,6100.0,308.0,1.26,Y,2017-11-14,2.0,Y,DEEP,,31.0,,0.0,0.0,0.0,0.0,,,,,,,,,CT,31-OCT-18,,Jahana Hayes (D),D,CT05,S01,2.0,Y,Y,Y,Y,03-FEB-17,66
